 0        0  0  0  0        0  0  0  0        0  0  0  0.70711  0  1  0        0
 0        0  0  0  0        0  0  0  0        0  0  0  0        0 -1 -0.70711  0
 0        0  0  0  0        0  0  0  0        0  0  0  0        0  0 -0.70711 -1
 0        0 10  0  0        0  0  0 15        0  0  0  0        0 10  0        0

10
2  1  7  4 -3 -1  4  4  7  0
4  2  2  3 -2  0  3  3  4  1
3  4  4  2  1 -2  2  1  9 -3
9  3  5  1  0  5  6 -5 -3  4
1  6  3  4  8  3 -5  0 -6  0
1  9  8  0  3  9  9  0  0  5
4  1  9  0  4  3  7 -4  1  3
6  3  1  1  6  8  3  3  0  2
6  5  0 -7  7 -7  6  2 -6  1
2  0  7  0 -5  7  1  0  1  6
86 45 52.5 108 31 90.5 139 61 -43.5 66.5

10
 4 -1  0 -1  0  0  0  0  0  0
-1  4 -1  0 -1  0  0  0  0  0
 0 -1  4  0  0 -1  0  0  0  0
-1  0  0  4 -1  0  0  0  0  0
 0 -1  0 -1  4 -1 -1  0  0  0
 0  0 -1  0 -1  4  0 -1  0  0
 0  0  0  0 -1  0  4 -1  0  0
 0  0  0  0  0 -1 -1  4 -1  0
 0  0  0  0  0  0  0 -1  4 -1
 0  0  0  0  0  0  0  0 -1  4
 -110 -30 -40 -110 0 -15 -90 -25 -55 -65

